Notes,Census Region,Census Region Code,Year,Year Code,Age of Mother Year,Age of Mother Year Code,Births
,Census Region 3: South,CENS-R3,2011,2011,13 years,13,324
,Census Region 3: South,CENS-R3,2011,2011,14 years,14,1592
,Census Region 3: South,CENS-R3,2011,2011,15 years,15,5640
,Census Region 3: South,CENS-R3,2011,2011,16 years,16,13376
,Census Region 3: South,CENS-R3,2011,2011,17 years,17,25059
,Census Region 3: South,CENS-R3,2011,2011,18 years,18,42416
,Census Region 3: South,CENS-R3,2011,2011,19 years,19,63450
,Census Region 3: South,CENS-R3,2011,2011,20 years,20,74332
,Census Region 3: South,CENS-R3,2011,2011,21 years,21,78293
,Census Region 3: South,CENS-R3,2011,2011,22 years,22,80292
,Census Region 3: South,CENS-R3,2011,2011,23 years,23,80473
,Census Region 3: South,CENS-R3,2011,2011,24 years,24,81074
,Census Region 3: South,CENS-R3,2011,2011,25 years,25,83397
,Census Region 3: South,CENS-R3,2011,2011,26 years,26,84850
,Census Region 3: South,CENS-R3,2011,2011,27 years,27,85354
,Census Region 3: South,CENS-R3,2011,2011,28 years,28,86739
,Census Region 3: South,CENS-R3,2011,2011,29 years,29,85897
,Census Region 3: South,CENS-R3,2011,2011,30 years,30,81746
,Census Region 3: South,CENS-R3,2011,2011,31 years,31,77247
,Census Region 3: South,CENS-R3,2011,2011,32 years,32,68305
,Census Region 3: South,CENS-R3,2011,2011,33 years,33,60048
,Census Region 3: South,CENS-R3,2011,2011,34 years,34,52806
,Census Region 3: South,CENS-R3,2011,2011,35 years,35,44836
,Census Region 3: South,CENS-R3,2011,2011,36 years,36,37402
,Census Region 3: South,CENS-R3,2011,2011,37 years,37,29774
,Census Region 3: South,CENS-R3,2011,2011,38 years,38,23914
,Census Region 3: South,CENS-R3,2011,2011,39 years,39,18870
,Census Region 3: South,CENS-R3,2011,2011,40 years,40,14384
,Census Region 3: South,CENS-R3,2011,2011,41 years,41,9734
,Census Region 3: South,CENS-R3,2011,2011,42 years,42,5897
,Census Region 3: South,CENS-R3,2011,2011,43 years,43,3459
,Census Region 3: South,CENS-R3,2011,2011,44 years,44,1856
,Census Region 3: South,CENS-R3,2011,2011,45 years,45,1045
,Census Region 3: South,CENS-R3,2011,2011,46 years,46,522
,Census Region 3: South,CENS-R3,2011,2011,47 years,47,278
,Census Region 3: South,CENS-R3,2011,2011,48 years,48,156
,Census Region 3: South,CENS-R3,2011,2011,49 years,49,84
,Census Region 3: South,CENS-R3,2012,2012,13 years,13,293
,Census Region 3: South,CENS-R3,2012,2012,14 years,14,1508
,Census Region 3: South,CENS-R3,2012,2012,15 years,15,5194
,Census Region 3: South,CENS-R3,2012,2012,16 years,16,12112
,Census Region 3: South,CENS-R3,2012,2012,17 years,17,22547
,Census Region 3: South,CENS-R3,2012,2012,18 years,18,38903
,Census Region 3: South,CENS-R3,2012,2012,19 years,19,60296
,Census Region 3: South,CENS-R3,2012,2012,20 years,20,71813
,Census Region 3: South,CENS-R3,2012,2012,21 years,21,77151
,Census Region 3: South,CENS-R3,2012,2012,22 years,22,80905
,Census Region 3: South,CENS-R3,2012,2012,23 years,23,80671
,Census Region 3: South,CENS-R3,2012,2012,24 years,24,81839
,Census Region 3: South,CENS-R3,2012,2012,25 years,25,82766
,Census Region 3: South,CENS-R3,2012,2012,26 years,26,85010
,Census Region 3: South,CENS-R3,2012,2012,27 years,27,86885
,Census Region 3: South,CENS-R3,2012,2012,28 years,28,86195
,Census Region 3: South,CENS-R3,2012,2012,29 years,29,86267
,Census Region 3: South,CENS-R3,2012,2012,30 years,30,84469
,Census Region 3: South,CENS-R3,2012,2012,31 years,31,78795
,Census Region 3: South,CENS-R3,2012,2012,32 years,32,71754
,Census Region 3: South,CENS-R3,2012,2012,33 years,33,62076
,Census Region 3: South,CENS-R3,2012,2012,34 years,34,54256
,Census Region 3: South,CENS-R3,2012,2012,35 years,35,46554
,Census Region 3: South,CENS-R3,2012,2012,36 years,36,37448
,Census Region 3: South,CENS-R3,2012,2012,37 years,37,30894
,Census Region 3: South,CENS-R3,2012,2012,38 years,38,23830
,Census Region 3: South,CENS-R3,2012,2012,39 years,39,18941
,Census Region 3: South,CENS-R3,2012,2012,40 years,40,13962
,Census Region 3: South,CENS-R3,2012,2012,41 years,41,9857
,Census Region 3: South,CENS-R3,2012,2012,42 years,42,6118
,Census Region 3: South,CENS-R3,2012,2012,43 years,43,3727
,Census Region 3: South,CENS-R3,2012,2012,44 years,44,1982
,Census Region 3: South,CENS-R3,2012,2012,45 years,45,1000
,Census Region 3: South,CENS-R3,2012,2012,46 years,46,559
,Census Region 3: South,CENS-R3,2012,2012,47 years,47,281
,Census Region 3: South,CENS-R3,2012,2012,48 years,48,140
,Census Region 3: South,CENS-R3,2012,2012,49 years,49,83
,Census Region 3: South,CENS-R3,2013,2013,13 years,13,258
,Census Region 3: South,CENS-R3,2013,2013,14 years,14,1314
,Census Region 3: South,CENS-R3,2013,2013,15 years,15,4511
,Census Region 3: South,CENS-R3,2013,2013,16 years,16,10547
,Census Region 3: South,CENS-R3,2013,2013,17 years,17,20013
,Census Region 3: South,CENS-R3,2013,2013,18 years,18,34948
,Census Region 3: South,CENS-R3,2013,2013,19 years,19,55636
,Census Region 3: South,CENS-R3,2013,2013,20 years,20,68135
,Census Region 3: South,CENS-R3,2013,2013,21 years,21,74284
,Census Region 3: South,CENS-R3,2013,2013,22 years,22,80149
,Census Region 3: South,CENS-R3,2013,2013,23 years,23,82499
,Census Region 3: South,CENS-R3,2013,2013,24 years,24,82953
,Census Region 3: South,CENS-R3,2013,2013,25 years,25,83991
,Census Region 3: South,CENS-R3,2013,2013,26 years,26,84718
,Census Region 3: South,CENS-R3,2013,2013,27 years,27,87187
,Census Region 3: South,CENS-R3,2013,2013,28 years,28,88525
,Census Region 3: South,CENS-R3,2013,2013,29 years,29,87132
,Census Region 3: South,CENS-R3,2013,2013,30 years,30,85396
,Census Region 3: South,CENS-R3,2013,2013,31 years,31,81111
,Census Region 3: South,CENS-R3,2013,2013,32 years,32,73898
,Census Region 3: South,CENS-R3,2013,2013,33 years,33,65475
,Census Region 3: South,CENS-R3,2013,2013,34 years,34,56451
,Census Region 3: South,CENS-R3,2013,2013,35 years,35,47844
,Census Region 3: South,CENS-R3,2013,2013,36 years,36,39301
,Census Region 3: South,CENS-R3,2013,2013,37 years,37,30877
,Census Region 3: South,CENS-R3,2013,2013,38 years,38,24693
,Census Region 3: South,CENS-R3,2013,2013,39 years,39,18670
,Census Region 3: South,CENS-R3,2013,2013,40 years,40,14057
,Census Region 3: South,CENS-R3,2013,2013,41 years,41,9861
,Census Region 3: South,CENS-R3,2013,2013,42 years,42,6496
,Census Region 3: South,CENS-R3,2013,2013,43 years,43,3892
,Census Region 3: South,CENS-R3,2013,2013,44 years,44,1990
,Census Region 3: South,CENS-R3,2013,2013,45 years,45,1118
,Census Region 3: South,CENS-R3,2013,2013,46 years,46,529
,Census Region 3: South,CENS-R3,2013,2013,47 years,47,275
,Census Region 3: South,CENS-R3,2013,2013,48 years,48,165
,Census Region 3: South,CENS-R3,2013,2013,49 years,49,105
,Census Region 3: South,CENS-R3,2014,2014,13 years,13,217
,Census Region 3: South,CENS-R3,2014,2014,14 years,14,1220
,Census Region 3: South,CENS-R3,2014,2014,15 years,15,3961
,Census Region 3: South,CENS-R3,2014,2014,16 years,16,9504
,Census Region 3: South,CENS-R3,2014,2014,17 years,17,18384
,Census Region 3: South,CENS-R3,2014,2014,18 years,18,32287
,Census Region 3: South,CENS-R3,2014,2014,19 years,19,51721
,Census Region 3: South,CENS-R3,2014,2014,20 years,20,64974
,Census Region 3: South,CENS-R3,2014,2014,21 years,21,72268
,Census Region 3: South,CENS-R3,2014,2014,22 years,22,79092
,Census Region 3: South,CENS-R3,2014,2014,23 years,23,82939
,Census Region 3: South,CENS-R3,2014,2014,24 years,24,85294
,Census Region 3: South,CENS-R3,2014,2014,25 years,25,86852
,Census Region 3: South,CENS-R3,2014,2014,26 years,26,87938
,Census Region 3: South,CENS-R3,2014,2014,27 years,27,89006
,Census Region 3: South,CENS-R3,2014,2014,28 years,28,90881
,Census Region 3: South,CENS-R3,2014,2014,29 years,29,91008
,Census Region 3: South,CENS-R3,2014,2014,30 years,30,87557
,Census Region 3: South,CENS-R3,2014,2014,31 years,31,84781
,Census Region 3: South,CENS-R3,2014,2014,32 years,32,78100
,Census Region 3: South,CENS-R3,2014,2014,33 years,33,69028
,Census Region 3: South,CENS-R3,2014,2014,34 years,34,61222
,Census Region 3: South,CENS-R3,2014,2014,35 years,35,51253
,Census Region 3: South,CENS-R3,2014,2014,36 years,36,41828
,Census Region 3: South,CENS-R3,2014,2014,37 years,37,33508
,Census Region 3: South,CENS-R3,2014,2014,38 years,38,25432
,Census Region 3: South,CENS-R3,2014,2014,39 years,39,20037
,Census Region 3: South,CENS-R3,2014,2014,40 years,40,14056
,Census Region 3: South,CENS-R3,2014,2014,41 years,41,9834
,Census Region 3: South,CENS-R3,2014,2014,42 years,42,6483
,Census Region 3: South,CENS-R3,2014,2014,43 years,43,4008
,Census Region 3: South,CENS-R3,2014,2014,44 years,44,2290
,Census Region 3: South,CENS-R3,2014,2014,45 years,45,1192
,Census Region 3: South,CENS-R3,2014,2014,46 years,46,572
,Census Region 3: South,CENS-R3,2014,2014,47 years,47,335
,Census Region 3: South,CENS-R3,2014,2014,48 years,48,164
,Census Region 3: South,CENS-R3,2014,2014,49 years,49,111
,Census Region 3: South,CENS-R3,2015,2015,13 years,13,210
,Census Region 3: South,CENS-R3,2015,2015,14 years,14,1132
,Census Region 3: South,CENS-R3,2015,2015,15 years,15,3771
,Census Region 3: South,CENS-R3,2015,2015,16 years,16,8845
,Census Region 3: South,CENS-R3,2015,2015,17 years,17,16894
,Census Region 3: South,CENS-R3,2015,2015,18 years,18,30090
,Census Region 3: South,CENS-R3,2015,2015,19 years,19,48185
,Census Region 3: South,CENS-R3,2015,2015,20 years,20,61674
,Census Region 3: South,CENS-R3,2015,2015,21 years,21,69694
,Census Region 3: South,CENS-R3,2015,2015,22 years,22,76094
,Census Region 3: South,CENS-R3,2015,2015,23 years,23,81242
,Census Region 3: South,CENS-R3,2015,2015,24 years,24,85691
,Census Region 3: South,CENS-R3,2015,2015,25 years,25,88650
,Census Region 3: South,CENS-R3,2015,2015,26 years,26,90056
,Census Region 3: South,CENS-R3,2015,2015,27 years,27,91249
,Census Region 3: South,CENS-R3,2015,2015,28 years,28,92194
,Census Region 3: South,CENS-R3,2015,2015,29 years,29,92215
,Census Region 3: South,CENS-R3,2015,2015,30 years,30,90170
,Census Region 3: South,CENS-R3,2015,2015,31 years,31,85219
,Census Region 3: South,CENS-R3,2015,2015,32 years,32,79087
,Census Region 3: South,CENS-R3,2015,2015,33 years,33,71698
,Census Region 3: South,CENS-R3,2015,2015,34 years,34,63300
,Census Region 3: South,CENS-R3,2015,2015,35 years,35,54448
,Census Region 3: South,CENS-R3,2015,2015,36 years,36,43749
,Census Region 3: South,CENS-R3,2015,2015,37 years,37,34870
,Census Region 3: South,CENS-R3,2015,2015,38 years,38,26920
,Census Region 3: South,CENS-R3,2015,2015,39 years,39,20094
,Census Region 3: South,CENS-R3,2015,2015,40 years,40,14936
,Census Region 3: South,CENS-R3,2015,2015,41 years,41,9904
,Census Region 3: South,CENS-R3,2015,2015,42 years,42,6597
,Census Region 3: South,CENS-R3,2015,2015,43 years,43,4121
,Census Region 3: South,CENS-R3,2015,2015,44 years,44,2376
,Census Region 3: South,CENS-R3,2015,2015,45 years,45,1261
,Census Region 3: South,CENS-R3,2015,2015,46 years,46,633
,Census Region 3: South,CENS-R3,2015,2015,47 years,47,339
,Census Region 3: South,CENS-R3,2015,2015,48 years,48,175
,Census Region 3: South,CENS-R3,2015,2015,49 years,49,117
,Census Region 4: West,CENS-R4,2007,2007,13 years,13,165
,Census Region 4: West,CENS-R4,2007,2007,14 years,14,1124
,Census Region 4: West,CENS-R4,2007,2007,15 years,15,4501
,Census Region 4: West,CENS-R4,2007,2007,16 years,16,10637
,Census Region 4: West,CENS-R4,2007,2007,17 years,17,18670
,Census Region 4: West,CENS-R4,2007,2007,18 years,18,29654
,Census Region 4: West,CENS-R4,2007,2007,19 years,19,41284
,Census Region 4: West,CENS-R4,2007,2007,20 years,20,46136
,Census Region 4: West,CENS-R4,2007,2007,21 years,21,49574
,Census Region 4: West,CENS-R4,2007,2007,22 years,22,52699
,Census Region 4: West,CENS-R4,2007,2007,23 years,23,55425
,Census Region 4: West,CENS-R4,2007,2007,24 years,24,58165
,Census Region 4: West,CENS-R4,2007,2007,25 years,25,60587
,Census Region 4: West,CENS-R4,2007,2007,26 years,26,61057
,Census Region 4: West,CENS-R4,2007,2007,27 years,27,60992
,Census Region 4: West,CENS-R4,2007,2007,28 years,28,59540
,Census Region 4: West,CENS-R4,2007,2007,29 years,29,58882
,Census Region 4: West,CENS-R4,2007,2007,30 years,30,56756
,Census Region 4: West,CENS-R4,2007,2007,31 years,31,53647
,Census Region 4: West,CENS-R4,2007,2007,32 years,32,49822
,Census Region 4: West,CENS-R4,2007,2007,33 years,33,44891
,Census Region 4: West,CENS-R4,2007,2007,34 years,34,41225
,Census Region 4: West,CENS-R4,2007,2007,35 years,35,37123
,Census Region 4: West,CENS-R4,2007,2007,36 years,36,32813
,Census Region 4: West,CENS-R4,2007,2007,37 years,37,27104
,Census Region 4: West,CENS-R4,2007,2007,38 years,38,20856
,Census Region 4: West,CENS-R4,2007,2007,39 years,39,15760
,Census Region 4: West,CENS-R4,2007,2007,40 years,40,11471
,Census Region 4: West,CENS-R4,2007,2007,41 years,41,7794
,Census Region 4: West,CENS-R4,2007,2007,42 years,42,5316
,Census Region 4: West,CENS-R4,2007,2007,43 years,43,3248
,Census Region 4: West,CENS-R4,2007,2007,44 years,44,1808
,Census Region 4: West,CENS-R4,2007,2007,45 years,45,1003
,Census Region 4: West,CENS-R4,2007,2007,46 years,46,545
,Census Region 4: West,CENS-R4,2007,2007,47 years,47,285
,Census Region 4: West,CENS-R4,2007,2007,48 years,48,169
,Census Region 4: West,CENS-R4,2007,2007,49 years,49,95
,Census Region 4: West,CENS-R4,2008,2008,13 years,13,157
,Census Region 4: West,CENS-R4,2008,2008,14 years,14,1021
,Census Region 4: West,CENS-R4,2008,2008,15 years,15,4157
,Census Region 4: West,CENS-R4,2008,2008,16 years,16,10515
,Census Region 4: West,CENS-R4,2008,2008,17 years,17,18343
,Census Region 4: West,CENS-R4,2008,2008,18 years,18,29018
,Census Region 4: West,CENS-R4,2008,2008,19 years,19,40011
,Census Region 4: West,CENS-R4,2008,2008,20 years,20,45176
,Census Region 4: West,CENS-R4,2008,2008,21 years,21,47216
,Census Region 4: West,CENS-R4,2008,2008,22 years,22,51309
,Census Region 4: West,CENS-R4,2008,2008,23 years,23,53707
,Census Region 4: West,CENS-R4,2008,2008,24 years,24,55412
,Census Region 4: West,CENS-R4,2008,2008,25 years,25,58462
,Census Region 4: West,CENS-R4,2008,2008,26 years,26,60313
,Census Region 4: West,CENS-R4,2008,2008,27 years,27,60575
,Census Region 4: West,CENS-R4,2008,2008,28 years,28,60516
,Census Region 4: West,CENS-R4,2008,2008,29 years,29,58151
,Census Region 4: West,CENS-R4,2008,2008,30 years,30,56330
,Census Region 4: West,CENS-R4,2008,2008,31 years,31,53982
,Census Region 4: West,CENS-R4,2008,2008,32 years,32,49122
,Census Region 4: West,CENS-R4,2008,2008,33 years,33,44830
,Census Region 4: West,CENS-R4,2008,2008,34 years,34,40490
,Census Region 4: West,CENS-R4,2008,2008,35 years,35,35750
,Census Region 4: West,CENS-R4,2008,2008,36 years,36,31436
,Census Region 4: West,CENS-R4,2008,2008,37 years,37,26344
,Census Region 4: West,CENS-R4,2008,2008,38 years,38,21507
,Census Region 4: West,CENS-R4,2008,2008,39 years,39,16325
,Census Region 4: West,CENS-R4,2008,2008,40 years,40,11700
,Census Region 4: West,CENS-R4,2008,2008,41 years,41,7989
,Census Region 4: West,CENS-R4,2008,2008,42 years,42,5195
,Census Region 4: West,CENS-R4,2008,2008,43 years,43,3322
,Census Region 4: West,CENS-R4,2008,2008,44 years,44,1861
,Census Region 4: West,CENS-R4,2008,2008,45 years,45,1029
,Census Region 4: West,CENS-R4,2008,2008,46 years,46,560
,Census Region 4: West,CENS-R4,2008,2008,47 years,47,312
,Census Region 4: West,CENS-R4,2008,2008,48 years,48,188
,Census Region 4: West,CENS-R4,2008,2008,49 years,49,117
,Census Region 4: West,CENS-R4,2009,2009,13 years,13,124
,Census Region 4: West,CENS-R4,2009,2009,14 years,14,889
,Census Region 4: West,CENS-R4,2009,2009,15 years,15,3727
,Census Region 4: West,CENS-R4,2009,2009,16 years,16,9142
,Census Region 4: West,CENS-R4,2009,2009,17 years,17,16685
,Census Region 4: West,CENS-R4,2009,2009,18 years,18,26768
,Census Region 4: West,CENS-R4,2009,2009,19 years,19,37950
,Census Region 4: West,CENS-R4,2009,2009,20 years,20,42293
,Census Region 4: West,CENS-R4,2009,2009,21 years,21,44552
,Census Region 4: West,CENS-R4,2009,2009,22 years,22,47572
,Census Region 4: West,CENS-R4,2009,2009,23 years,23,49573
,Census Region 4: West,CENS-R4,2009,2009,24 years,24,51930
,Census Region 4: West,CENS-R4,2009,2009,25 years,25,54495
,Census Region 4: West,CENS-R4,2009,2009,26 years,26,56638
,Census Region 4: West,CENS-R4,2009,2009,27 years,27,58084
,Census Region 4: West,CENS-R4,2009,2009,28 years,28,59294
,Census Region 4: West,CENS-R4,2009,2009,29 years,29,58380
,Census Region 4: West,CENS-R4,2009,2009,30 years,30,55081
,Census Region 4: West,CENS-R4,2009,2009,31 years,31,52971
,Census Region 4: West,CENS-R4,2009,2009,32 years,32,49120
,Census Region 4: West,CENS-R4,2009,2009,33 years,33,44219
,Census Region 4: West,CENS-R4,2009,2009,34 years,34,40008
,Census Region 4: West,CENS-R4,2009,2009,35 years,35,34881
,Census Region 4: West,CENS-R4,2009,2009,36 years,36,30310
,Census Region 4: West,CENS-R4,2009,2009,37 years,37,24992
,Census Region 4: West,CENS-R4,2009,2009,38 years,38,21005
,Census Region 4: West,CENS-R4,2009,2009,39 years,39,16509
,Census Region 4: West,CENS-R4,2009,2009,40 years,40,11745
,Census Region 4: West,CENS-R4,2009,2009,41 years,41,8028
,Census Region 4: West,CENS-R4,2009,2009,42 years,42,5090
,Census Region 4: West,CENS-R4,2009,2009,43 years,43,3056
,Census Region 4: West,CENS-R4,2009,2009,44 years,44,1911
,Census Region 4: West,CENS-R4,2009,2009,45 years,45,1069
,Census Region 4: West,CENS-R4,2009,2009,46 years,46,580
,Census Region 4: West,CENS-R4,2009,2009,47 years,47,343
,Census Region 4: West,CENS-R4,2009,2009,48 years,48,141
,Census Region 4: West,CENS-R4,2009,2009,49 years,49,97
,Census Region 4: West,CENS-R4,2010,2010,13 years,13,89
,Census Region 4: West,CENS-R4,2010,2010,14 years,14,734
,Census Region 4: West,CENS-R4,2010,2010,15 years,15,3112
,Census Region 4: West,CENS-R4,2010,2010,16 years,16,7878
,Census Region 4: West,CENS-R4,2010,2010,17 years,17,14360
,Census Region 4: West,CENS-R4,2010,2010,18 years,18,23670
,Census Region 4: West,CENS-R4,2010,2010,19 years,19,34849
,Census Region 4: West,CENS-R4,2010,2010,20 years,20,39741
,Census Region 4: West,CENS-R4,2010,2010,21 years,21,41270
,Census Region 4: West,CENS-R4,2010,2010,22 years,22,45155
,Census Region 4: West,CENS-R4,2010,2010,23 years,23,46461
,Census Region 4: West,CENS-R4,2010,2010,24 years,24,49594
,Census Region 4: West,CENS-R4,2010,2010,25 years,25,52389
,Census Region 4: West,CENS-R4,2010,2010,26 years,26,53987
,Census Region 4: West,CENS-R4,2010,2010,27 years,27,56414
,Census Region 4: West,CENS-R4,2010,2010,28 years,28,58020
,Census Region 4: West,CENS-R4,2010,2010,29 years,29,57519
,Census Region 4: West,CENS-R4,2010,2010,30 years,30,56067
,Census Region 4: West,CENS-R4,2010,2010,31 years,31,52545
,Census Region 4: West,CENS-R4,2010,2010,32 years,32,48758
,Census Region 4: West,CENS-R4,2010,2010,33 years,33,44780
,Census Region 4: West,CENS-R4,2010,2010,34 years,34,39805
,Census Region 4: West,CENS-R4,2010,2010,35 years,35,35465
,Census Region 4: West,CENS-R4,2010,2010,36 years,36,29431
,Census Region 4: West,CENS-R4,2010,2010,37 years,37,24322
,Census Region 4: West,CENS-R4,2010,2010,38 years,38,19965
,Census Region 4: West,CENS-R4,2010,2010,39 years,39,16501
,Census Region 4: West,CENS-R4,2010,2010,40 years,40,12061
,Census Region 4: West,CENS-R4,2010,2010,41 years,41,8169
,Census Region 4: West,CENS-R4,2010,2010,42 years,42,5100
,Census Region 4: West,CENS-R4,2010,2010,43 years,43,3083
,Census Region 4: West,CENS-R4,2010,2010,44 years,44,1769
,Census Region 4: West,CENS-R4,2010,2010,45 years,45,1019
,Census Region 4: West,CENS-R4,2010,2010,46 years,46,572
,Census Region 4: West,CENS-R4,2010,2010,47 years,47,293
,Census Region 4: West,CENS-R4,2010,2010,48 years,48,160
,Census Region 4: West,CENS-R4,2010,2010,49 years,49,110
,Census Region 4: West,CENS-R4,2011,2011,13 years,13,102
,Census Region 4: West,CENS-R4,2011,2011,14 years,14,694
,Census Region 4: West,CENS-R4,2011,2011,15 years,15,2639
,Census Region 4: West,CENS-R4,2011,2011,16 years,16,6872
,Census Region 4: West,CENS-R4,2011,2011,17 years,17,12603
,Census Region 4: West,CENS-R4,2011,2011,18 years,18,20645
,Census Region 4: West,CENS-R4,2011,2011,19 years,19,31629
,Census Region 4: West,CENS-R4,2011,2011,20 years,20,37606
,Census Region 4: West,CENS-R4,2011,2011,21 years,21,40062
,Census Region 4: West,CENS-R4,2011,2011,22 years,22,43395
,Census Region 4: West,CENS-R4,2011,2011,23 years,23,45509
,Census Region 4: West,CENS-R4,2011,2011,24 years,24,47554
,Census Region 4: West,CENS-R4,2011,2011,25 years,25,51171
,Census Region 4: West,CENS-R4,2011,2011,26 years,26,53007
,Census Region 4: West,CENS-R4,2011,2011,27 years,27,54431
,Census Region 4: West,CENS-R4,2011,2011,28 years,28,57130
,Census Region 4: West,CENS-R4,2011,2011,29 years,29,58266
,Census Region 4: West,CENS-R4,2011,2011,30 years,30,57301
,Census Region 4: West,CENS-R4,2011,2011,31 years,31,54408
,Census Region 4: West,CENS-R4,2011,2011,32 years,32,49753
,Census Region 4: West,CENS-R4,2011,2011,33 years,33,45735
,Census Region 4: West,CENS-R4,2011,2011,34 years,34,41084
,Census Region 4: West,CENS-R4,2011,2011,35 years,35,35680
,Census Region 4: West,CENS-R4,2011,2011,36 years,36,30314
,Census Region 4: West,CENS-R4,2011,2011,37 years,37,24412
,Census Region 4: West,CENS-R4,2011,2011,38 years,38,19441
,Census Region 4: West,CENS-R4,2011,2011,39 years,39,16004
,Census Region 4: West,CENS-R4,2011,2011,40 years,40,12273
,Census Region 4: West,CENS-R4,2011,2011,41 years,41,8560
,Census Region 4: West,CENS-R4,2011,2011,42 years,42,5351
,Census Region 4: West,CENS-R4,2011,2011,43 years,43,3141
,Census Region 4: West,CENS-R4,2011,2011,44 years,44,1743
,Census Region 4: West,CENS-R4,2011,2011,45 years,45,974
,Census Region 4: West,CENS-R4,2011,2011,46 years,46,526
,Census Region 4: West,CENS-R4,2011,2011,47 years,47,293
,Census Region 4: West,CENS-R4,2011,2011,48 years,48,193
,Census Region 4: West,CENS-R4,2011,2011,49 years,49,113
,Census Region 4: West,CENS-R4,2012,2012,13 years,13,93
,Census Region 4: West,CENS-R4,2012,2012,14 years,14,566
,Census Region 4: West,CENS-R4,2012,2012,15 years,15,2409
,Census Region 4: West,CENS-R4,2012,2012,16 years,16,6203
,Census Region 4: West,CENS-R4,2012,2012,17 years,17,11254
,Census Region 4: West,CENS-R4,2012,2012,18 years,18,19211
,Census Region 4: West,CENS-R4,2012,2012,19 years,19,29593
,Census Region 4: West,CENS-R4,2012,2012,20 years,20,35740
,Census Region 4: West,CENS-R4,2012,2012,21 years,21,39256
,Census Region 4: West,CENS-R4,2012,2012,22 years,22,43000
,Census Region 4: West,CENS-R4,2012,2012,23 years,23,44952
,Census Region 4: West,CENS-R4,2012,2012,24 years,24,47617
,Census Region 4: West,CENS-R4,2012,2012,25 years,25,50001
,Census Region 4: West,CENS-R4,2012,2012,26 years,26,52841
,Census Region 4: West,CENS-R4,2012,2012,27 years,27,55108
,Census Region 4: West,CENS-R4,2012,2012,28 years,28,57230
,Census Region 4: West,CENS-R4,2012,2012,29 years,29,58416
,Census Region 4: West,CENS-R4,2012,2012,30 years,30,58658
,Census Region 4: West,CENS-R4,2012,2012,31 years,31,56621
,Census Region 4: West,CENS-R4,2012,2012,32 years,32,52596
,Census Region 4: West,CENS-R4,2012,2012,33 years,33,46769
,Census Region 4: West,CENS-R4,2012,2012,34 years,34,42058
,Census Region 4: West,CENS-R4,2012,2012,35 years,35,37226
,Census Region 4: West,CENS-R4,2012,2012,36 years,36,31364
,Census Region 4: West,CENS-R4,2012,2012,37 years,37,25339
,Census Region 4: West,CENS-R4,2012,2012,38 years,38,20295
,Census Region 4: West,CENS-R4,2012,2012,39 years,39,15789
,Census Region 4: West,CENS-R4,2012,2012,40 years,40,12029
,Census Region 4: West,CENS-R4,2012,2012,41 years,41,8619
,Census Region 4: West,CENS-R4,2012,2012,42 years,42,5612
,Census Region 4: West,CENS-R4,2012,2012,43 years,43,3315
,Census Region 4: West,CENS-R4,2012,2012,44 years,44,1904
,Census Region 4: West,CENS-R4,2012,2012,45 years,45,1018
,Census Region 4: West,CENS-R4,2012,2012,46 years,46,593
,Census Region 4: West,CENS-R4,2012,2012,47 years,47,329
,Census Region 4: West,CENS-R4,2012,2012,48 years,48,193
,Census Region 4: West,CENS-R4,2012,2012,49 years,49,114
,Census Region 4: West,CENS-R4,2013,2013,13 years,13,73
,Census Region 4: West,CENS-R4,2013,2013,14 years,14,499
,Census Region 4: West,CENS-R4,2013,2013,15 years,15,2037
,Census Region 4: West,CENS-R4,2013,2013,16 years,16,5162
,Census Region 4: West,CENS-R4,2013,2013,17 years,17,9550
,Census Region 4: West,CENS-R4,2013,2013,18 years,18,17148
,Census Region 4: West,CENS-R4,2013,2013,19 years,19,26975
,Census Region 4: West,CENS-R4,2013,2013,20 years,20,32882
,Census Region 4: West,CENS-R4,2013,2013,21 years,21,37247
,Census Region 4: West,CENS-R4,2013,2013,22 years,22,42302
,Census Region 4: West,CENS-R4,2013,2013,23 years,23,44734
,Census Region 4: West,CENS-R4,2013,2013,24 years,24,46910
,Census Region 4: West,CENS-R4,2013,2013,25 years,25,49463
,Census Region 4: West,CENS-R4,2013,2013,26 years,26,51505
,Census Region 4: West,CENS-R4,2013,2013,27 years,27,54541
,Census Region 4: West,CENS-R4,2013,2013,28 years,28,56067
,Census Region 4: West,CENS-R4,2013,2013,29 years,29,57704
,Census Region 4: West,CENS-R4,2013,2013,30 years,30,58101
,Census Region 4: West,CENS-R4,2013,2013,31 years,31,57404
,Census Region 4: West,CENS-R4,2013,2013,32 years,32,53331
,Census Region 4: West,CENS-R4,2013,2013,33 years,33,48762
,Census Region 4: West,CENS-R4,2013,2013,34 years,34,43153
,Census Region 4: West,CENS-R4,2013,2013,35 years,35,38224
,Census Region 4: West,CENS-R4,2013,2013,36 years,36,32005
,Census Region 4: West,CENS-R4,2013,2013,37 years,37,25870
,Census Region 4: West,CENS-R4,2013,2013,38 years,38,20530
,Census Region 4: West,CENS-R4,2013,2013,39 years,39,16134
,Census Region 4: West,CENS-R4,2013,2013,40 years,40,11784
,Census Region 4: West,CENS-R4,2013,2013,41 years,41,8378
,Census Region 4: West,CENS-R4,2013,2013,42 years,42,5697
